File_ID,Department,File_Type,Size_GB,Last_Access_Date,Storage_Tier,Monthly_Cost_USD
F00412,Finance,Media,5.3,2025-05-19,Glacier,0.0212
F00413,Sales,Log,1.6,2025-06-07,S3 IA,0.02
F00414,Engineering,Media,4.5,2024-06-18,S3 IA,0.0563
F00415,HR,Document,3.36,2023-10-06,S3 Standard,0.0773
F00416,Sales,Log,0.72,2025-03-16,S3 Standard,0.0166
F00417,Finance,Log,1.39,2024-10-22,S3 IA,0.0174
F00418,Finance,Document,1.72,2025-06-19,Glacier,0.0069
F00419,Sales,Log,12.91,2023-09-10,S3 IA,0.1614
F00420,Engineering,Media,1.31,2025-09-02,Glacier,0.0052
F00421,Finance,Log,1.71,2025-05-17,S3 IA,0.0214
F00422,Engineering,Backup,2.31,2024-10-22,S3 Standard,0.0531
F00423,Finance,Other,5.45,2025-05-29,S3 Standard,0.1253
F00424,Finance,Media,0.63,2024-07-01,S3 Standard,0.0145
F00425,Marketing,Backup,15.39,2024-09-18,S3 Standard,0.354
F00426,Finance,Document,10.03,2025-02-15,S3 Standard,0.2307
F00427,HR,Media,4.3,2023-11-03,Glacier,0.0172
F00428,Sales,Other,5.6,2024-12-03,S3 IA,0.07
F00429,Sales,Other,0.08,2025-01-30,S3 Standard,0.0018
F00430,Engineering,Document,2.07,2024-03-30,S3 Standard,0.0476
F00431,Finance,Document,7.94,2025-05-17,S3 Standard,0.1826
F00432,HR,Media,0.4,2023-10-26,S3 Standard,0.0092
F00433,Engineering,Log,1.66,2025-04-22,S3 Standard,0.0382
F00434,Marketing,Document,4.4,2024-01-10,S3 Standard,0.1012
F00435,Engineering,Log,1.48,2023-10-17,S3 Standard,0.034
F00436,Engineering,Backup,13.59,2025-08-20,S3 Standard,0.3126
F00437,Finance,Other,0.7,2024-12-12,Glacier,0.0028
F00438,Marketing,Log,7.98,2024-07-31,S3 Standard,0.1835
F00439,Engineering,Other,3.55,2025-05-23,S3 Standard,0.0817
F00440,HR,Log,6.94,2025-03-08,S3 Standard,0.1596
F00441,HR,Backup,1.86,2025-05-08,S3 Standard,0.0428
F00442,Sales,Document,3.61,2025-04-19,S3 IA,0.0451
F00443,Marketing,Backup,9.72,2024-09-13,S3 IA,0.1215
F00444,Marketing,Document,3.15,2024-10-16,S3 Standard,0.0725
F00445,Sales,Document,2.23,2023-10-21,S3 IA,0.0279
F00446,Engineering,Other,3.84,2025-08-10,S3 Standard,0.0883
F00447,Marketing,Backup,6.32,2025-07-29,S3 IA,0.079
F00448,HR,Log,2.93,2025-03-19,S3 Standard,0.0674
F00449,HR,Backup,13.97,2024-07-16,S3 Standard,0.3213
F00450,Finance,Other,1.75,2024-10-27,S3 IA,0.0219
F00451,Marketing,Document,3.23,2025-04-10,S3 IA,0.0404
F00452,Engineering,Other,7.07,2024-08-30,S3 IA,0.0884
F00453,Sales,Media,5.84,2024-09-23,S3 Standard,0.1343
F00454,Sales,Media,9.96,2023-10-28,S3 Standard,0.2291
F00455,Engineering,Log,28.74,2024-06-16,Glacier,0.115
F00456,Finance,Other,2.78,2025-03-10,S3 Standard,0.0639
F00457,Sales,Log,0.59,2024-11-19,S3 Standard,0.0136
F00458,Marketing,Log,0.15,2025-09-06,S3 Standard,0.0034
F00459,Finance,Media,6.49,2023-12-22,S3 Standard,0.1493
F00460,Marketing,Log,10.36,2024-12-06,S3 Standard,0.2383
F00461,HR,Media,1.25,2025-02-26,S3 Standard,0.0287
F00462,Finance,Document,0.86,2024-05-06,S3 Standard,0.0198
F00463,Sales,Other,0.32,2023-11-14,Glacier,0.0013
F00464,Finance,Log,8.65,2024-02-26,S3 Standard,0.199
F00465,Finance,Media,1.87,2025-03-26,S3 Standard,0.043
F00466,Finance,Backup,2.57,2025-08-27,S3 Standard,0.0591
F00467,Finance,Log,3.49,2023-09-19,S3 IA,0.0436
F00468,Marketing,Document,9.15,2025-04-02,S3 Standard,0.2104
F00469,HR,Document,5.26,2024-07-10,S3 IA,0.0658
F00470,Engineering,Backup,4.77,2025-09-02,S3 Standard,0.1097
F00471,Finance,Media,0.97,2023-11-09,S3 IA,0.0121
F00472,Sales,Log,3.6,2024-10-31,S3 Standard,0.0828
F00473,Finance,Media,6.28,2023-11-05,S3 Standard,0.1444
F00474,Sales,Document,18.11,2024-01-22,S3 IA,0.2264
F00475,Marketing,Media,1.12,2024-03-23,S3 IA,0.014
F00476,Sales,Document,0.05,2023-12-10,S3 Standard,0.0011
F00477,Engineering,Media,0.39,2025-02-28,S3 Standard,0.009
F00478,HR,Backup,2.36,2023-10-22,S3 Standard,0.0543
F00479,Sales,Other,8.59,2024-11-07,S3 IA,0.1074
F00480,Sales,Backup,0.04,2025-08-12,S3 Standard,0.0009
F00481,HR,Backup,3.05,2024-06-15,S3 Standard,0.0701
F00482,Engineering,Other,2.0,2024-10-23,S3 Standard,0.046
F00483,Finance,Other,0.27,2025-02-17,S3 IA,0.0034
F00484,Sales,Log,2.99,2025-03-06,S3 IA,0.0374
F00485,HR,Log,1.47,2024-11-08,S3 IA,0.0184
F00486,Marketing,Backup,2.17,2024-07-27,S3 Standard,0.0499
F00487,HR,Backup,6.11,2024-01-21,Glacier,0.0244
F00488,Marketing,Document,3.69,2025-06-04,S3 IA,0.0461
F00489,Engineering,Document,0.67,2024-03-10,S3 IA,0.0084
F00490,Finance,Log,16.27,2025-02-26,S3 Standard,0.3742
F00491,HR,Log,5.05,2024-07-25,S3 Standard,0.1161
F00492,Sales,Document,7.26,2024-01-29,S3 IA,0.0907
F00493,Engineering,Document,0.41,2025-01-21,S3 Standard,0.0094
F00494,HR,Media,0.24,2025-03-19,S3 Standard,0.0055
F00495,Sales,Media,0.1,2025-04-20,S3 IA,0.0013
F00496,HR,Document,1.05,2025-08-24,S3 IA,0.0131
F00497,Marketing,Media,2.68,2025-06-28,Glacier,0.0107
F00498,HR,Other,13.73,2025-08-14,S3 IA,0.1716
F00499,HR,Log,3.05,2024-02-26,S3 Standard,0.0701
F00500,HR,Log,1.71,2024-01-25,S3 Standard,0.0393
F00501,Engineering,Document,4.13,2025-04-03,S3 Standard,0.095
F00502,HR,Backup,0.59,2023-09-26,S3 Standard,0.0136
F00503,Sales,Document,4.7,2024-01-30,S3 Standard,0.1081
F00504,Marketing,Media,4.2,2024-04-19,S3 Standard,0.0966
F00505,Marketing,Backup,7.85,2025-04-21,S3 Standard,0.1805
F00506,HR,Media,21.6,2025-08-10,S3 IA,0.27
F00507,Engineering,Other,1.44,2024-05-13,Glacier,0.0058
F00508,Engineering,Media,3.56,2024-10-30,S3 IA,0.0445
F00509,Sales,Other,11.98,2024-03-16,S3 IA,0.1498
F00510,HR,Other,7.69,2024-04-02,S3 IA,0.0961
F00511,Marketing,Media,3.34,2025-08-09,Glacier,0.0134
F00512,Engineering,Media,14.54,2024-07-07,S3 IA,0.1817
F00513,HR,Other,0.29,2024-09-17,S3 IA,0.0036
F00514,Engineering,Backup,13.37,2025-07-02,Glacier,0.0535
F00515,Engineering,Other,0.26,2023-09-22,Glacier,0.001
F00516,Marketing,Log,3.96,2024-06-11,S3 Standard,0.0911
F00517,Finance,Other,11.06,2024-12-05,S3 Standard,0.2544
F00518,Sales,Backup,1.52,2024-01-21,S3 Standard,0.035
F00519,Sales,Log,3.2,2025-02-08,S3 Standard,0.0736
F00520,Marketing,Document,1.96,2024-02-01,S3 Standard,0.0451
F00521,Engineering,Document,15.2,2024-02-04,S3 Standard,0.3496
F00522,HR,Backup,8.68,2024-07-29,S3 Standard,0.1996
F00523,Engineering,Other,6.17,2025-03-08,S3 Standard,0.1419
F00524,Marketing,Media,4.43,2024-07-08,S3 IA,0.0554
F00525,Sales,Backup,8.59,2025-05-29,S3 Standard,0.1976
F00526,Engineering,Log,2.49,2025-06-12,S3 IA,0.0311
F00527,Sales,Log,2.97,2024-10-20,S3 IA,0.0371
F00528,HR,Document,6.55,2023-11-17,S3 Standard,0.1507
F00529,Sales,Log,2.21,2023-09-20,Glacier,0.0088
F00530,Sales,Backup,0.33,2025-02-08,S3 Standard,0.0076
F00531,Finance,Log,0.39,2024-09-13,S3 Standard,0.009
F00532,Finance,Backup,0.61,2024-09-28,S3 Standard,0.014
F00533,Finance,Media,10.19,2024-04-15,S3 Standard,0.2344
F00534,Sales,Document,3.2,2024-03-24,S3 Standard,0.0736
F00535,Marketing,Log,6.24,2024-12-19,S3 Standard,0.1435
F00536,Sales,Backup,2.5,2024-06-30,S3 Standard,0.0575
F00537,Marketing,Other,1.5,2025-04-06,S3 Standard,0.0345
F00538,Marketing,Document,2.13,2024-11-27,S3 Standard,0.049
F00539,Finance,Media,7.9,2025-03-13,S3 IA,0.0988
F00540,Engineering,Backup,4.91,2025-07-12,S3 Standard,0.1129
F00541,HR,Media,13.87,2024-02-12,S3 Standard,0.319
F00542,Finance,Media,5.69,2025-05-01,S3 Standard,0.1309
F00543,Finance,Log,4.22,2024-07-16,S3 Standard,0.0971
F00544,Engineering,Log,4.71,2024-04-05,S3 Standard,0.1083
F00545,HR,Backup,14.27,2025-08-06,S3 IA,0.1784
F00546,Sales,Other,7.76,2025-07-27,S3 Standard,0.1785
F00547,Sales,Backup,0.12,2024-12-27,S3 IA,0.0015
F00548,Finance,Other,3.82,2023-12-09,S3 IA,0.0478
F00549,HR,Media,5.83,2025-01-05,S3 Standard,0.1341
F00550,Finance,Document,6.91,2025-03-30,S3 Standard,0.1589
F00551,Marketing,Backup,1.2,2024-02-29,Glacier,0.0048
F00552,Finance,Backup,10.09,2024-09-04,S3 IA,0.1261
F00553,Finance,Other,15.6,2025-07-02,S3 Standard,0.3588
F00554,Sales,Media,1.35,2025-04-21,S3 IA,0.0169
F00555,Sales,Media,10.71,2024-03-25,S3 IA,0.1339
F00556,Sales,Other,0.51,2024-10-02,S3 Standard,0.0117
F00557,Marketing,Media,0.29,2024-05-02,S3 IA,0.0036
F00558,Sales,Log,0.69,2024-10-06,S3 Standard,0.0159
F00559,HR,Document,0.3,2024-07-24,S3 Standard,0.0069
F00560,Engineering,Backup,9.32,2025-03-05,Glacier,0.0373
F00561,HR,Document,0.3,2024-01-01,S3 IA,0.0037
F00562,HR,Backup,1.58,2024-04-09,S3 Standard,0.0363
F00563,Sales,Log,0.55,2024-07-28,S3 Standard,0.0127
F00564,Engineering,Media,1.75,2024-08-08,S3 IA,0.0219
F00565,Engineering,Other,0.47,2024-03-29,S3 IA,0.0059
F00566,Engineering,Log,5.51,2025-01-08,S3 IA,0.0689
F00567,Marketing,Document,0.72,2024-07-20,Glacier,0.0029
F00568,Sales,Other,9.55,2023-12-07,S3 IA,0.1194
F00569,Engineering,Media,8.5,2025-02-05,S3 Standard,0.1955
F00570,Marketing,Log,0.07,2025-02-01,S3 Standard,0.0016
F00571,Finance,Other,11.3,2024-03-06,S3 Standard,0.2599
F00572,Finance,Log,0.15,2024-09-11,S3 IA,0.0019
F00573,Marketing,Log,1.37,2025-08-30,S3 IA,0.0171
F00574,Marketing,Media,0.16,2025-06-06,S3 Standard,0.0037
F00575,Sales,Backup,2.05,2024-07-06,S3 Standard,0.0471
F00576,Sales,Other,3.61,2024-01-29,S3 Standard,0.083
F00577,Finance,Media,7.96,2024-02-03,S3 Standard,0.1831
F00578,Engineering,Log,2.06,2023-11-10,S3 Standard,0.0474
F00579,Finance,Media,6.11,2024-05-09,S3 Standard,0.1405
F00580,Engineering,Backup,1.04,2024-03-20,S3 Standard,0.0239
F00581,Engineering,Other,6.94,2024-11-07,S3 Standard,0.1596
F00582,Sales,Backup,1.35,2025-03-03,S3 Standard,0.0311
F00583,HR,Document,0.77,2025-05-10,S3 Standard,0.0177
F00584,HR,Other,1.03,2025-04-20,S3 IA,0.0129
F00585,Marketing,Backup,1.0,2024-03-18,S3 Standard,0.023
F00586,Sales,Log,3.6,2024-11-04,S3 IA,0.045
F00587,Engineering,Other,9.32,2024-06-02,S3 IA,0.1165
F00588,HR,Other,0.41,2023-10-22,S3 Standard,0.0094
F00589,Engineering,Media,6.14,2024-03-01,S3 Standard,0.1412
F00590,HR,Log,5.31,2024-01-23,Glacier,0.0212
F00591,HR,Document,10.3,2024-07-27,S3 IA,0.1288
F00592,HR,Backup,1.4,2025-03-09,Glacier,0.0056
F00593,Sales,Media,2.99,2024-08-03,S3 IA,0.0374
F00594,Finance,Backup,13.01,2025-01-20,S3 Standard,0.2992
F00595,Engineering,Document,5.39,2024-12-10,S3 Standard,0.124
F00596,Sales,Document,2.46,2025-07-18,S3 Standard,0.0566
F00597,Sales,Other,0.7,2024-05-07,S3 Standard,0.0161
F00598,Sales,Document,1.52,2025-06-02,S3 Standard,0.035
F00599,Sales,Backup,4.35,2024-11-15,S3 IA,0.0544
F00600,Sales,Log,6.33,2024-05-15,S3 Standard,0.1456
F00601,Marketing,Log,0.66,2025-01-26,S3 Standard,0.0152
F00602,Engineering,Other,4.58,2024-10-23,S3 IA,0.0573
F00603,Sales,Backup,4.0,2025-08-19,S3 IA,0.05
F00604,Engineering,Backup,3.61,2025-02-28,S3 Standard,0.083
F00605,Marketing,Document,5.86,2025-02-18,S3 IA,0.0733
F00606,Marketing,Backup,9.08,2023-10-15,S3 IA,0.1135
F00607,Engineering,Media,1.95,2025-08-26,S3 Standard,0.0449
F00608,HR,Document,10.99,2023-09-17,S3 Standard,0.2528
F00609,Finance,Media,0.88,2024-09-24,S3 Standard,0.0202
F00610,HR,Other,0.95,2024-06-28,S3 Standard,0.0218
F00611,HR,Log,1.55,2023-11-08,S3 Standard,0.0357
F00612,HR,Other,0.64,2024-04-21,Glacier,0.0026
F00613,Sales,Log,1.31,2025-07-11,S3 IA,0.0164
F00614,Marketing,Other,0.56,2024-11-11,S3 IA,0.007
F00615,HR,Backup,8.62,2024-12-14,Glacier,0.0345
F00616,Marketing,Media,0.75,2024-08-20,S3 IA,0.0094
F00617,Engineering,Log,6.88,2024-08-31,S3 Standard,0.1582
F00618,Finance,Document,0.25,2025-03-21,S3 Standard,0.0057
F00619,Engineering,Media,14.83,2025-06-19,S3 IA,0.1854
F00620,Engineering,Document,6.21,2025-01-22,S3 Standard,0.1428
F00621,Sales,Media,0.03,2024-08-02,S3 Standard,0.0007
F00622,Finance,Media,7.22,2025-04-27,S3 IA,0.0902
F00623,Engineering,Other,3.61,2025-05-21,Glacier,0.0144
F00624,Engineering,Log,7.56,2024-07-09,S3 Standard,0.1739
F00625,Finance,Log,3.7,2024-08-14,S3 IA,0.0463
F00626,Finance,Media,5.12,2024-12-16,S3 Standard,0.1178
F00627,Engineering,Backup,7.72,2024-12-28,S3 IA,0.0965
F00628,Finance,Backup,2.6,2024-08-05,S3 Standard,0.0598
F00629,Engineering,Document,0.01,2023-12-15,S3 IA,0.0001
F00630,Engineering,Document,9.48,2025-05-15,S3 Standard,0.218
F00631,Sales,Other,2.4,2024-11-14,S3 IA,0.03
F00632,HR,Media,3.43,2024-12-15,S3 Standard,0.0789
F00633,Engineering,Document,0.04,2025-08-31,S3 Standard,0.0009
F00634,Marketing,Document,3.39,2024-11-22,S3 Standard,0.078
F00635,HR,Media,21.52,2024-05-05,S3 Standard,0.495
F00636,HR,Other,1.63,2024-11-30,S3 Standard,0.0375
F00637,HR,Document,2.52,2024-03-09,S3 Standard,0.058
F00638,Sales,Other,5.81,2023-11-08,S3 IA,0.0726
F00639,Engineering,Log,8.43,2024-04-25,S3 IA,0.1054
F00640,Sales,Other,2.7,2024-02-24,S3 Standard,0.0621
F00641,Engineering,Backup,1.85,2024-12-09,S3 IA,0.0231
F00642,Sales,Backup,13.89,2023-12-22,S3 Standard,0.3195
F00643,Sales,Other,5.65,2025-01-31,S3 Standard,0.13
F00644,Marketing,Backup,0.63,2024-10-19,S3 Standard,0.0145
F00645,Sales,Log,0.36,2024-07-16,S3 Standard,0.0083
F00646,Finance,Media,3.3,2024-03-12,S3 Standard,0.0759
F00647,Marketing,Backup,1.24,2023-10-01,Glacier,0.005
F00648,Sales,Backup,1.47,2024-09-26,S3 Standard,0.0338
F00649,HR,Other,10.51,2023-12-18,S3 Standard,0.2417
F00650,Finance,Log,0.47,2024-05-09,S3 Standard,0.0108
F00651,Finance,Media,6.28,2024-12-04,S3 IA,0.0785
F00652,Finance,Other,1.58,2024-01-09,S3 IA,0.0198
F00653,Marketing,Other,7.14,2024-11-19,S3 IA,0.0892
F00654,Sales,Log,6.41,2023-10-10,Glacier,0.0256
F00655,Sales,Media,0.04,2025-03-04,Glacier,0.0002
F00656,HR,Log,3.56,2024-03-01,S3 IA,0.0445
F00657,HR,Media,0.75,2024-11-21,S3 Standard,0.0173
F00658,Finance,Log,10.06,2024-06-13,S3 IA,0.1258
F00659,HR,Other,10.26,2025-07-03,S3 Standard,0.236
F00660,Marketing,Other,2.71,2025-08-18,S3 IA,0.0339
F00661,Sales,Document,2.94,2024-06-21,S3 IA,0.0367
F00662,Finance,Backup,1.81,2024-12-09,S3 IA,0.0226
F00663,HR,Log,6.3,2024-07-01,S3 Standard,0.1449
F00664,Marketing,Document,2.22,2024-03-16,S3 IA,0.0278
F00665,Marketing,Backup,1.56,2024-08-31,Glacier,0.0062
F00666,HR,Log,2.83,2024-03-02,S3 Standard,0.0651
F00667,Sales,Media,0.48,2024-03-27,S3 Standard,0.011
F00668,HR,Backup,6.86,2025-04-21,S3 IA,0.0858
F00669,Finance,Other,0.06,2024-06-25,Glacier,0.0002
F00670,HR,Document,5.17,2023-09-29,S3 Standard,0.1189
F00671,Marketing,Backup,1.01,2025-03-07,S3 Standard,0.0232
F00672,HR,Backup,1.32,2024-09-12,S3 Standard,0.0304
F00673,Sales,Other,5.05,2025-05-05,S3 Standard,0.1161
F00674,Engineering,Log,24.77,2023-12-11,Glacier,0.0991
F00675,HR,Media,7.52,2025-02-25,S3 IA,0.094
F00676,Sales,Other,1.28,2025-01-28,S3 IA,0.016
F00677,Sales,Media,0.97,2023-12-24,S3 Standard,0.0223
F00678,Marketing,Log,10.06,2024-01-14,S3 IA,0.1258
F00679,Sales,Backup,2.94,2025-03-03,S3 Standard,0.0676
F00680,Sales,Media,0.74,2024-08-09,S3 Standard,0.017
F00681,Sales,Document,9.91,2025-02-23,S3 Standard,0.2279
F00682,Sales,Document,8.47,2023-10-12,S3 Standard,0.1948
F00683,Finance,Other,20.65,2025-08-12,S3 Standard,0.4749
F00684,Finance,Log,12.03,2024-08-21,S3 Standard,0.2767
F00685,Marketing,Other,9.55,2023-10-23,S3 Standard,0.2197
F00686,HR,Other,0.27,2024-10-21,S3 Standard,0.0062
F00687,Sales,Other,0.55,2025-05-06,S3 IA,0.0069
F00688,HR,Document,4.21,2023-10-28,S3 Standard,0.0968
F00689,HR,Document,3.79,2024-10-02,Glacier,0.0152
F00690,Marketing,Other,3.06,2024-09-14,S3 Standard,0.0704
F00691,Sales,Document,2.53,2023-12-24,S3 IA,0.0316
F00692,Sales,Log,2.82,2023-11-12,S3 IA,0.0352
F00693,Engineering,Other,4.21,2025-08-17,Glacier,0.0168
F00694,HR,Document,0.01,2025-04-03,S3 IA,0.0001
F00695,HR,Media,1.51,2025-03-08,S3 Standard,0.0347
F00696,Finance,Other,3.65,2025-04-12,S3 Standard,0.0839
F00697,Engineering,Other,6.4,2024-03-15,S3 Standard,0.1472
F00698,Finance,Log,0.96,2024-10-15,S3 Standard,0.0221
F00699,Finance,Backup,3.96,2024-02-27,S3 Standard,0.0911
F00700,Finance,Backup,6.27,2024-06-28,S3 IA,0.0784
F00701,Marketing,Log,2.94,2025-07-11,S3 Standard,0.0676
F00702,Marketing,Log,0.14,2024-11-02,S3 IA,0.0018
F00703,Finance,Log,2.98,2024-08-09,Glacier,0.0119
F00704,Engineering,Backup,1.76,2023-12-14,S3 IA,0.022
F00705,HR,Log,13.27,2025-05-23,S3 IA,0.1659
F00706,Engineering,Document,0.67,2023-11-04,S3 IA,0.0084
F00707,Sales,Other,5.28,2025-09-01,S3 Standard,0.1214
F00708,Marketing,Other,0.27,2024-08-25,S3 Standard,0.0062
F00709,HR,Media,2.95,2024-07-14,Glacier,0.0118
F00710,HR,Media,4.04,2025-04-19,Glacier,0.0162
F00711,Sales,Other,1.77,2024-01-08,S3 IA,0.0221
F00712,Sales,Document,3.04,2024-09-21,S3 Standard,0.0699
F00713,Finance,Backup,0.89,2025-04-14,S3 IA,0.0111
F00714,Marketing,Backup,1.81,2024-05-17,S3 Standard,0.0416
F00715,Marketing,Document,4.85,2024-03-26,S3 Standard,0.1115
F00716,Engineering,Backup,1.8,2025-02-12,S3 Standard,0.0414
F00717,Finance,Log,11.5,2024-06-01,S3 Standard,0.2645
F00718,Finance,Other,4.95,2024-07-28,S3 Standard,0.1139
F00719,Finance,Other,2.89,2024-04-19,S3 Standard,0.0665
F00720,Finance,Document,0.2,2025-03-30,S3 Standard,0.0046
F00721,Marketing,Backup,3.46,2024-02-25,S3 Standard,0.0796
F00722,Marketing,Media,7.24,2024-11-08,S3 IA,0.0905
F00723,Finance,Media,1.54,2025-06-08,S3 IA,0.0193
F00724,Engineering,Backup,8.22,2024-05-15,S3 Standard,0.1891
F00725,HR,Media,1.45,2024-10-14,S3 Standard,0.0333
F00726,HR,Document,8.68,2023-11-13,S3 IA,0.1085
F00727,Engineering,Document,0.45,2025-01-16,S3 Standard,0.0103
F00728,Finance,Backup,10.06,2023-12-10,S3 Standard,0.2314
F00729,Marketing,Media,3.46,2024-05-22,S3 IA,0.0433
F00730,HR,Document,1.76,2023-10-31,Glacier,0.007
F00731,Sales,Document,1.54,2024-11-16,S3 Standard,0.0354
F00732,Sales,Log,2.83,2024-03-03,S3 Standard,0.0651
F00733,Engineering,Log,34.79,2023-11-27,S3 Standard,0.8002
F00734,Finance,Document,1.24,2024-10-15,S3 Standard,0.0285
F00735,HR,Backup,0.54,2023-12-15,S3 Standard,0.0124
F00736,Finance,Other,4.4,2024-01-18,S3 Standard,0.1012
F00737,HR,Other,3.35,2024-09-04,S3 Standard,0.0771
F00738,Engineering,Document,3.71,2025-05-06,Glacier,0.0148
F00739,Engineering,Document,5.5,2025-06-12,S3 IA,0.0688
F00740,Sales,Document,1.55,2024-11-03,S3 IA,0.0194
F00741,Finance,Backup,12.08,2024-11-25,S3 IA,0.151
F00742,Sales,Log,2.86,2024-06-02,S3 Standard,0.0658
F00743,Finance,Document,0.69,2025-05-20,S3 IA,0.0086
F00744,Sales,Document,6.78,2023-12-20,S3 Standard,0.1559
F00745,Marketing,Media,5.15,2024-11-15,S3 Standard,0.1184
F00746,Marketing,Backup,1.9,2023-12-11,S3 IA,0.0238
F00747,Marketing,Document,4.86,2024-07-04,S3 IA,0.0608
F00748,Marketing,Media,1.24,2024-12-08,S3 IA,0.0155
F00749,HR,Other,2.94,2024-11-17,S3 Standard,0.0676
F00750,Marketing,Document,11.48,2024-06-11,Glacier,0.0459
F00751,Engineering,Document,0.72,2025-08-26,Glacier,0.0029
F00752,Engineering,Media,2.44,2025-06-01,S3 Standard,0.0561
F00753,HR,Backup,8.61,2025-06-12,S3 Standard,0.198
F00754,Marketing,Document,17.45,2025-05-12,S3 Standard,0.4013
F00755,Marketing,Other,3.03,2025-04-20,Glacier,0.0121
F00756,Marketing,Document,3.54,2023-11-13,S3 Standard,0.0814
F00757,Sales,Other,4.25,2025-08-13,S3 Standard,0.0978
F00758,Finance,Log,13.47,2024-07-12,S3 Standard,0.3098
F00759,Sales,Log,9.77,2025-03-03,S3 Standard,0.2247
F00760,Finance,Other,0.94,2024-04-08,S3 IA,0.0118
F00761,Marketing,Backup,2.87,2024-12-20,S3 Standard,0.066
F00762,Marketing,Document,3.12,2024-11-17,Glacier,0.0125
F00763,Sales,Document,7.78,2025-08-27,S3 IA,0.0973
F00764,Sales,Log,4.62,2024-08-05,S3 IA,0.0578
F00765,Finance,Other,5.31,2025-07-02,S3 Standard,0.1221
F00766,Engineering,Document,31.6,2024-08-25,S3 Standard,0.7268
F00767,Finance,Document,0.39,2025-01-07,S3 Standard,0.009
F00768,Sales,Backup,1.26,2024-08-07,S3 Standard,0.029
F00769,Sales,Media,2.62,2024-04-10,S3 Standard,0.0603
F00770,HR,Log,2.14,2024-01-21,Glacier,0.0086
F00771,Sales,Log,0.11,2024-07-22,S3 Standard,0.0025
F00772,HR,Media,0.48,2025-02-27,S3 Standard,0.011
F00773,Engineering,Document,5.71,2023-12-28,S3 Standard,0.1313
F00774,Finance,Backup,10.57,2023-12-28,S3 Standard,0.2431
F00775,Finance,Backup,3.61,2025-08-22,Glacier,0.0144
F00776,HR,Log,3.87,2025-07-22,S3 Standard,0.089
F00777,Finance,Backup,1.47,2023-10-15,S3 Standard,0.0338
F00778,Sales,Media,7.3,2024-01-13,S3 IA,0.0912
F00779,Marketing,Document,6.97,2025-07-22,S3 Standard,0.1603
F00780,HR,Media,4.44,2024-02-26,S3 Standard,0.1021
F00781,Finance,Other,1.2,2024-10-14,S3 Standard,0.0276
F00782,HR,Log,0.51,2023-12-01,S3 Standard,0.0117
F00783,HR,Backup,0.33,2024-12-04,S3 Standard,0.0076
F00784,Marketing,Other,4.49,2024-11-14,S3 Standard,0.1033
F00785,Sales,Backup,8.72,2024-12-17,S3 IA,0.109
F00786,HR,Document,9.77,2025-03-20,S3 Standard,0.2247
F00787,Finance,Document,3.11,2023-12-24,S3 IA,0.0389
F00788,Engineering,Document,7.67,2024-01-14,S3 IA,0.0959
F00789,HR,Backup,14.68,2024-10-26,S3 Standard,0.3376
F00790,HR,Other,1.61,2025-04-24,S3 Standard,0.037
F00791,Marketing,Document,2.54,2023-09-18,S3 Standard,0.0584
F00792,Sales,Other,13.4,2025-06-09,S3 IA,0.1675
F00793,Engineering,Backup,2.06,2025-05-25,S3 IA,0.0258
F00794,Finance,Other,12.26,2023-11-13,S3 IA,0.1532
F00795,Engineering,Backup,19.83,2024-06-27,S3 Standard,0.4561
F00796,Finance,Backup,5.42,2024-04-24,Glacier,0.0217
F00797,Sales,Log,8.49,2025-01-03,S3 Standard,0.1953
F00798,Finance,Backup,6.92,2025-06-09,S3 Standard,0.1592
F00799,Marketing,Backup,6.01,2023-10-27,S3 Standard,0.1382
F00800,Marketing,Media,1.83,2025-07-11,S3 Standard,0.0421
F00801,Marketing,Document,0.29,2023-12-23,S3 Standard,0.0067
F00802,Marketing,Log,2.1,2025-04-29,S3 IA,0.0263
F00803,Engineering,Log,5.5,2025-08-20,S3 IA,0.0688
F00804,Sales,Log,0.54,2024-05-27,S3 IA,0.0068
F00805,Finance,Media,0.06,2024-05-01,S3 Standard,0.0014
F00806,Finance,Backup,0.75,2024-01-22,S3 IA,0.0094
F00807,Marketing,Document,6.29,2024-07-10,S3 Standard,0.1447
F00808,Marketing,Other,18.02,2024-05-31,S3 Standard,0.4145
F00809,HR,Backup,20.39,2024-06-18,S3 Standard,0.469
F00810,Sales,Media,3.41,2024-01-08,S3 Standard,0.0784
F00811,Engineering,Backup,10.18,2024-07-12,S3 Standard,0.2341
F00812,Finance,Backup,6.67,2025-04-18,S3 Standard,0.1534
F00813,HR,Media,3.48,2025-07-16,S3 Standard,0.08
F00814,HR,Log,4.25,2025-03-14,Glacier,0.017
F00815,Finance,Log,0.74,2025-06-28,S3 Standard,0.017
F00816,Engineering,Document,13.88,2023-11-01,Glacier,0.0555
F00817,HR,Document,2.17,2024-06-26,S3 IA,0.0271
F00818,HR,Log,2.95,2024-08-13,S3 Standard,0.0679
F00819,Sales,Other,5.57,2024-09-06,S3 IA,0.0696
F00820,Engineering,Backup,2.03,2025-01-01,S3 Standard,0.0467
F00821,HR,Other,1.47,2025-02-12,S3 IA,0.0184
F00822,Engineering,Backup,4.99,2024-12-19,S3 Standard,0.1148
F00823,Finance,Log,0.13,2023-09-20,Glacier,0.0005
F00824,Marketing,Document,6.38,2024-09-21,S3 IA,0.0798
F00825,HR,Document,3.61,2025-04-26,S3 IA,0.0451
