File_ID,Department,File_Type,Size_GB,Days_Since_Access,Storage_Tier,Proposed_Tier,Potential_Savings
F01926,Sales,Media,7.72,551,S3 Standard,Glacier,0.1467
F01018,Sales,Backup,7.72,806,S3 Standard,Glacier,0.1467
F02424,Finance,Media,17.21,401,S3 IA,Glacier,0.1463
F02460,Finance,Media,7.7,436,S3 Standard,Glacier,0.1463
F02247,Finance,Other,7.69,574,S3 Standard,Glacier,0.1461
F01628,HR,Media,7.67,272,S3 Standard,Glacier,0.1457
F01003,Engineering,Media,7.61,801,S3 Standard,Glacier,0.1446
F01809,Finance,Other,7.61,601,S3 Standard,Glacier,0.1446
F02441,Engineering,Backup,7.56,826,S3 Standard,Glacier,0.1437
F00624,Engineering,Log,7.56,586,S3 Standard,Glacier,0.1437
F02850,HR,Log,7.55,775,S3 Standard,Glacier,0.1434
F01272,Finance,Backup,7.54,738,S3 Standard,Glacier,0.1432
F02549,Finance,Media,7.51,220,S3 Standard,Glacier,0.1427
F01554,Marketing,Other,7.48,528,S3 Standard,Glacier,0.1421
F00879,Sales,Backup,7.45,597,S3 Standard,Glacier,0.1416
F02340,Engineering,Log,7.44,313,S3 Standard,Glacier,0.1413
F02742,Finance,Media,7.39,465,S3 Standard,Glacier,0.1404
F02645,Engineering,Document,7.39,530,S3 Standard,Glacier,0.1404
F01700,Engineering,Media,16.48,613,S3 IA,Glacier,0.1401
F02023,Finance,Media,7.35,335,S3 Standard,Glacier,0.1396
F00995,Sales,Log,7.35,845,S3 Standard,Glacier,0.1396
F01798,Sales,Media,7.33,422,S3 Standard,Glacier,0.1393
F01123,Sales,Backup,16.38,856,S3 IA,Glacier,0.1392
F02491,Marketing,Backup,16.33,839,S3 IA,Glacier,0.1388
F00054,Sales,Other,7.3,770,S3 Standard,Glacier,0.1387
F02713,Sales,Backup,16.3,686,S3 IA,Glacier,0.1386
F01475,Finance,Other,16.3,523,S3 IA,Glacier,0.1386
F01824,Sales,Media,7.29,531,S3 Standard,Glacier,0.1385
F01405,HR,Backup,7.29,628,S3 Standard,Glacier,0.1385
F02105,Finance,Log,7.25,254,S3 Standard,Glacier,0.1378
F02326,Marketing,Media,7.25,275,S3 Standard,Glacier,0.1378
F02870,Finance,Document,7.24,663,S3 Standard,Glacier,0.1375
F02432,Sales,Document,7.23,332,S3 Standard,Glacier,0.1374
F02334,Finance,Document,7.22,358,S3 Standard,Glacier,0.1372
F01941,Finance,Media,7.22,563,S3 Standard,Glacier,0.1372
F01237,HR,Media,7.2,586,S3 Standard,Glacier,0.1368
F01207,Engineering,Backup,7.19,275,S3 Standard,Glacier,0.1366
F01723,Sales,Media,16.07,538,S3 IA,Glacier,0.1366
F01538,Sales,Other,7.19,318,S3 Standard,Glacier,0.1366
F02932,Sales,Backup,16.04,514,S3 IA,Glacier,0.1363
F00079,Engineering,Document,7.12,205,S3 Standard,Glacier,0.1353
F02688,HR,Media,15.83,314,S3 IA,Glacier,0.1346
F02392,HR,Other,7.08,386,S3 Standard,Glacier,0.1345
F02368,Engineering,Media,7.06,202,S3 Standard,Glacier,0.1342
F02845,Finance,Backup,7.05,204,S3 Standard,Glacier,0.1339
F02116,Sales,Document,7.03,752,S3 Standard,Glacier,0.1336
F00024,HR,Log,7.02,201,S3 Standard,Glacier,0.1334
F02439,Finance,Media,7.01,565,S3 Standard,Glacier,0.1332
F02643,Engineering,Document,7.0,468,S3 Standard,Glacier,0.133
F01026,Sales,Log,6.99,691,S3 Standard,Glacier,0.1328
F00831,Engineering,Document,6.99,358,S3 Standard,Glacier,0.1328
F02330,HR,Media,6.98,573,S3 Standard,Glacier,0.1326
F01882,Engineering,Other,6.98,667,S3 Standard,Glacier,0.1326
F00332,Finance,Other,6.97,480,S3 Standard,Glacier,0.1324
F00779,Marketing,Document,6.97,208,S3 Standard,Glacier,0.1324
F00581,Engineering,Other,6.94,465,S3 Standard,Glacier,0.1318
F01750,Sales,Backup,6.94,766,S3 Standard,Glacier,0.1318
F00440,HR,Log,6.94,344,S3 Standard,Glacier,0.1318
F00281,Finance,Media,6.93,486,S3 Standard,Glacier,0.1317
F00257,HR,Other,6.93,202,S3 Standard,Glacier,0.1317
F02978,Sales,Backup,6.92,645,S3 Standard,Glacier,0.1315
F01679,Finance,Log,6.92,881,S3 Standard,Glacier,0.1315
F00798,Finance,Backup,6.92,251,S3 Standard,Glacier,0.1315
F00550,Finance,Document,6.91,322,S3 Standard,Glacier,0.1313
F02744,Marketing,Document,6.9,673,S3 Standard,Glacier,0.1311
F01610,Marketing,Document,6.89,867,S3 Standard,Glacier,0.1309
F01770,Engineering,Media,6.88,495,S3 Standard,Glacier,0.1307
F00617,Engineering,Log,6.88,533,S3 Standard,Glacier,0.1307
F00343,Marketing,Backup,6.86,761,S3 Standard,Glacier,0.1304
F01191,Sales,Other,15.32,840,S3 IA,Glacier,0.1302
F01357,Marketing,Log,6.84,357,S3 Standard,Glacier,0.1299
F02465,Marketing,Log,6.83,782,S3 Standard,Glacier,0.1298
F00150,Engineering,Log,6.83,531,S3 Standard,Glacier,0.1298
F02699,Engineering,Document,15.25,623,S3 IA,Glacier,0.1296
F00023,Engineering,Other,15.24,577,S3 IA,Glacier,0.1295
F02526,Finance,Backup,6.79,377,S3 Standard,Glacier,0.129
F00744,Sales,Document,6.78,788,S3 Standard,Glacier,0.1288
F01343,Marketing,Other,6.74,457,S3 Standard,Glacier,0.128
F01076,HR,Media,6.71,882,S3 Standard,Glacier,0.1275
F00221,Finance,Media,6.71,790,S3 Standard,Glacier,0.1275
F02891,Sales,Other,6.7,866,S3 Standard,Glacier,0.1273
F00185,Finance,Backup,6.7,425,S3 Standard,Glacier,0.1273
F01720,Sales,Document,6.68,773,S3 Standard,Glacier,0.1269
F02360,Finance,Media,6.68,502,S3 Standard,Glacier,0.1269
F00812,Finance,Backup,6.67,303,S3 Standard,Glacier,0.1267
F02339,Sales,Backup,6.66,324,S3 Standard,Glacier,0.1266
F02057,Engineering,Document,6.65,223,S3 Standard,Glacier,0.1264
F02799,Marketing,Log,6.64,324,S3 Standard,Glacier,0.1261
F01215,HR,Media,6.64,253,S3 Standard,Glacier,0.1261
F00619,Engineering,Media,14.83,241,S3 IA,Glacier,0.1261
F01618,HR,Document,6.64,886,S3 Standard,Glacier,0.1261
F02780,Engineering,Backup,6.63,776,S3 Standard,Glacier,0.126
F00043,Engineering,Log,6.63,517,S3 Standard,Glacier,0.126
F02769,HR,Backup,6.61,616,S3 Standard,Glacier,0.1256
F01585,Marketing,Document,6.6,471,S3 Standard,Glacier,0.1254
F02227,Marketing,Backup,6.6,443,S3 Standard,Glacier,0.1254
F00908,Marketing,Document,14.72,740,S3 IA,Glacier,0.1251
F02565,HR,Backup,6.58,778,S3 Standard,Glacier,0.125
F02358,Sales,Document,6.56,605,S3 Standard,Glacier,0.1247
F01669,Marketing,Media,14.65,746,S3 IA,Glacier,0.1245
F00528,HR,Document,6.55,821,S3 Standard,Glacier,0.1244
F01363,Engineering,Backup,6.55,209,S3 Standard,Glacier,0.1244
F02823,Sales,Other,6.54,735,S3 Standard,Glacier,0.1242
F01726,HR,Log,6.54,780,S3 Standard,Glacier,0.1242
F01443,Finance,Document,6.53,544,S3 Standard,Glacier,0.1241
F01513,Finance,Log,6.52,374,S3 Standard,Glacier,0.1239
F01319,Marketing,Backup,6.52,388,S3 Standard,Glacier,0.1239
F00250,Marketing,Other,6.51,252,S3 Standard,Glacier,0.1237
F01058,Engineering,Document,14.55,652,S3 IA,Glacier,0.1237
F00512,Engineering,Media,14.54,588,S3 IA,Glacier,0.1236
F01294,Finance,Other,14.53,593,S3 IA,Glacier,0.1235
F01327,Marketing,Backup,6.5,679,S3 Standard,Glacier,0.1235
F02938,Sales,Log,6.49,559,S3 Standard,Glacier,0.1233
F00459,Finance,Media,6.49,786,S3 Standard,Glacier,0.1233
F01670,Finance,Document,6.48,685,S3 Standard,Glacier,0.1231
F02867,Marketing,Log,6.48,323,S3 Standard,Glacier,0.1231
F00092,HR,Media,6.46,834,S3 Standard,Glacier,0.1228
F00141,HR,Log,6.46,781,S3 Standard,Glacier,0.1228
F02682,Engineering,Document,6.46,446,S3 Standard,Glacier,0.1228
F02310,Engineering,Other,6.44,530,S3 Standard,Glacier,0.1223
F01380,Finance,Backup,6.42,458,S3 Standard,Glacier,0.122
F02590,HR,Other,6.4,511,S3 Standard,Glacier,0.1216
F00697,Engineering,Other,6.4,702,S3 Standard,Glacier,0.1216
F00241,Marketing,Log,6.39,783,S3 Standard,Glacier,0.1214
F02858,HR,Media,6.39,406,S3 Standard,Glacier,0.1214
F02721,Finance,Other,6.39,324,S3 Standard,Glacier,0.1214
F00545,HR,Backup,14.27,193,S3 IA,Glacier,0.1213
F02042,Marketing,Document,6.35,406,S3 Standard,Glacier,0.1206
F01787,Finance,Other,6.35,326,S3 Standard,Glacier,0.1206
F00294,Engineering,Document,6.35,412,S3 Standard,Glacier,0.1206
F02889,Marketing,Other,6.35,348,S3 Standard,Glacier,0.1206
F01092,Marketing,Media,6.35,545,S3 Standard,Glacier,0.1206
F01987,Engineering,Other,14.17,332,S3 IA,Glacier,0.1204
F01493,HR,Media,6.33,298,S3 Standard,Glacier,0.1203
F00600,Sales,Log,6.33,641,S3 Standard,Glacier,0.1203
F01576,Marketing,Media,6.33,282,S3 Standard,Glacier,0.1203
F01053,HR,Document,6.32,438,S3 Standard,Glacier,0.1201
F02684,Finance,Backup,6.3,433,S3 Standard,Glacier,0.1197
F00663,HR,Log,6.3,594,S3 Standard,Glacier,0.1197
F00807,Marketing,Document,6.29,585,S3 Standard,Glacier,0.1195
F00473,Finance,Media,6.28,833,S3 Standard,Glacier,0.1193
F01739,HR,Document,6.27,610,S3 Standard,Glacier,0.1191
F01120,Finance,Other,6.27,476,S3 Standard,Glacier,0.1191
F02507,Sales,Media,6.26,370,S3 Standard,Glacier,0.119
F01641,Sales,Backup,6.25,473,S3 Standard,Glacier,0.1188
F01193,Sales,Other,6.25,465,S3 Standard,Glacier,0.1188
F00187,Sales,Other,13.96,288,S3 IA,Glacier,0.1187
F00535,Marketing,Log,6.24,423,S3 Standard,Glacier,0.1185
F00080,Engineering,Other,6.24,843,S3 Standard,Glacier,0.1185
F00620,Engineering,Document,6.21,389,S3 Standard,Glacier,0.118
F02900,Engineering,Other,6.21,682,S3 Standard,Glacier,0.118
F00193,Engineering,Backup,13.8,233,S3 IA,Glacier,0.1173
F02214,HR,Document,6.17,818,S3 Standard,Glacier,0.1172
F00523,Engineering,Other,6.17,344,S3 Standard,Glacier,0.1172
F02963,HR,Log,13.76,247,S3 IA,Glacier,0.117
F02928,Sales,Other,6.15,558,S3 Standard,Glacier,0.1168
F01640,Marketing,Other,6.15,585,S3 Standard,Glacier,0.1168
F00498,HR,Other,13.73,185,S3 IA,Glacier,0.1167
F00589,Engineering,Media,6.14,716,S3 Standard,Glacier,0.1166
F02773,Marketing,Backup,6.13,616,S3 Standard,Glacier,0.1165
F02198,Sales,Other,6.12,344,S3 Standard,Glacier,0.1163
F02559,Sales,Other,6.12,212,S3 Standard,Glacier,0.1163
F00579,Finance,Media,6.11,647,S3 Standard,Glacier,0.1161
F01262,HR,Media,13.63,448,S3 IA,Glacier,0.1159
F01213,Marketing,Log,13.62,185,S3 IA,Glacier,0.1158
F02994,HR,Document,13.59,229,S3 IA,Glacier,0.1155
F02630,HR,Other,6.07,465,S3 Standard,Glacier,0.1153
F01665,Engineering,Log,6.06,609,S3 Standard,Glacier,0.1152
F01498,Sales,Backup,6.06,474,S3 Standard,Glacier,0.1152
F01145,Sales,Document,6.06,808,S3 Standard,Glacier,0.1152
F02163,Marketing,Media,13.52,519,S3 IA,Glacier,0.1149
F02244,Sales,Backup,13.5,245,S3 IA,Glacier,0.1148
F00027,Marketing,Document,6.04,568,S3 Standard,Glacier,0.1147
F02224,Sales,Log,6.03,585,S3 Standard,Glacier,0.1146
F01113,Finance,Document,13.49,812,S3 IA,Glacier,0.1146
F02777,Marketing,Log,13.48,856,S3 IA,Glacier,0.1146
F02022,Finance,Media,13.45,769,S3 IA,Glacier,0.1143
F00799,Marketing,Backup,6.01,842,S3 Standard,Glacier,0.1142
F01337,Finance,Backup,6.01,866,S3 Standard,Glacier,0.1142
F01414,Sales,Log,13.42,345,S3 IA,Glacier,0.1141
F00792,Sales,Other,13.4,251,S3 IA,Glacier,0.1139
F02669,Marketing,Other,5.99,402,S3 Standard,Glacier,0.1138
F01548,Engineering,Backup,5.98,213,S3 Standard,Glacier,0.1136
F01843,HR,Log,5.98,700,S3 Standard,Glacier,0.1136
F01233,HR,Log,5.97,559,S3 Standard,Glacier,0.1134
F00224,Engineering,Log,5.96,541,S3 Standard,Glacier,0.1133
F01746,Engineering,Backup,5.96,721,S3 Standard,Glacier,0.1133
F00061,Finance,Backup,5.96,262,S3 Standard,Glacier,0.1133
F02437,Marketing,Other,5.95,314,S3 Standard,Glacier,0.113
F00360,Sales,Other,5.95,618,S3 Standard,Glacier,0.113
F00705,HR,Log,13.27,268,S3 IA,Glacier,0.1128
F01792,Sales,Document,5.94,427,S3 Standard,Glacier,0.1128
F02904,Sales,Other,5.93,209,S3 Standard,Glacier,0.1127
F02453,Sales,Media,13.25,207,S3 IA,Glacier,0.1126
F00855,Engineering,Media,5.92,290,S3 Standard,Glacier,0.1125
F02193,Sales,Document,5.92,380,S3 Standard,Glacier,0.1125
F02925,Engineering,Document,13.18,709,S3 IA,Glacier,0.1121
F00853,Engineering,Document,5.85,613,S3 Standard,Glacier,0.1112
F02113,HR,Log,13.09,375,S3 IA,Glacier,0.1112
F01057,Finance,Log,5.85,485,S3 Standard,Glacier,0.1112
F00069,Engineering,Other,5.84,884,S3 Standard,Glacier,0.1109
F01167,Sales,Other,5.84,313,S3 Standard,Glacier,0.1109
F00453,Sales,Media,5.84,510,S3 Standard,Glacier,0.1109
F02246,Sales,Backup,5.83,468,S3 Standard,Glacier,0.1108
F01994,Engineering,Other,5.83,474,S3 Standard,Glacier,0.1108
F02313,HR,Other,5.83,321,S3 Standard,Glacier,0.1108
F00549,HR,Media,5.83,406,S3 Standard,Glacier,0.1108
F02615,Engineering,Other,5.82,384,S3 Standard,Glacier,0.1106
F00948,Engineering,Document,5.79,853,S3 Standard,Glacier,0.11
F02269,HR,Backup,12.92,467,S3 IA,Glacier,0.1098
F01520,Sales,Backup,5.78,512,S3 Standard,Glacier,0.1098
F00419,Sales,Log,12.91,889,S3 IA,Glacier,0.1098
F00830,HR,Backup,5.76,718,S3 Standard,Glacier,0.1095
F02580,HR,Log,5.76,411,S3 Standard,Glacier,0.1095
F02974,Engineering,Media,12.87,301,S3 IA,Glacier,0.1094
F01299,Engineering,Media,5.75,568,S3 Standard,Glacier,0.1092
F01528,Finance,Other,5.74,803,S3 Standard,Glacier,0.109
F01410,HR,Media,5.73,227,S3 Standard,Glacier,0.1089
F01888,Marketing,Other,5.72,206,S3 Standard,Glacier,0.1087
F00773,Engineering,Document,5.71,780,S3 Standard,Glacier,0.1085
F02101,Marketing,Backup,5.71,331,S3 Standard,Glacier,0.1085
F02825,Engineering,Backup,5.71,320,S3 Standard,Glacier,0.1085
F02836,HR,Media,12.76,841,S3 IA,Glacier,0.1085
F02998,Marketing,Document,5.71,859,S3 Standard,Glacier,0.1085
F01355,Engineering,Backup,5.7,366,S3 Standard,Glacier,0.1083
F00208,Marketing,Document,5.7,345,S3 Standard,Glacier,0.1083
F00542,Finance,Media,5.69,290,S3 Standard,Glacier,0.1081
F00885,HR,Log,12.7,869,S3 IA,Glacier,0.108
F02277,Sales,Other,12.7,560,S3 IA,Glacier,0.108
F00992,Marketing,Backup,5.68,329,S3 Standard,Glacier,0.1079
F00643,Sales,Other,5.65,380,S3 Standard,Glacier,0.1074
F02821,Sales,Other,5.64,466,S3 Standard,Glacier,0.1071
F01724,Finance,Other,5.64,544,S3 Standard,Glacier,0.1071
F02209,Sales,Other,5.63,434,S3 Standard,Glacier,0.107
F02756,HR,Log,5.63,639,S3 Standard,Glacier,0.107
F02548,Marketing,Backup,5.63,397,S3 Standard,Glacier,0.107
F02783,Finance,Log,5.63,583,S3 Standard,Glacier,0.107
F00274,Engineering,Log,5.59,269,S3 Standard,Glacier,0.1062
F00869,Finance,Backup,5.59,448,S3 Standard,Glacier,0.1062
F01264,HR,Media,12.49,747,S3 IA,Glacier,0.1061
F01351,Sales,Backup,5.58,285,S3 Standard,Glacier,0.106
F02180,Marketing,Backup,5.58,681,S3 Standard,Glacier,0.106
F01747,Finance,Media,5.57,717,S3 Standard,Glacier,0.1058
F01497,Sales,Media,5.57,372,S3 Standard,Glacier,0.1058
F00065,Finance,Other,5.56,820,S3 Standard,Glacier,0.1057
F02865,Engineering,Media,5.56,509,S3 Standard,Glacier,0.1057
F02038,Finance,Backup,5.55,689,S3 Standard,Glacier,0.1054
F02504,HR,Other,5.54,810,S3 Standard,Glacier,0.1052
F02956,HR,Media,5.54,869,S3 Standard,Glacier,0.1052
F01218,Finance,Log,5.53,686,S3 Standard,Glacier,0.1051
F01315,Sales,Other,12.31,600,S3 IA,Glacier,0.1047
F01195,Sales,Media,5.5,472,S3 Standard,Glacier,0.1045
F01330,HR,Backup,5.5,296,S3 Standard,Glacier,0.1045
F00176,Finance,Backup,5.49,374,S3 Standard,Glacier,0.1043
F02013,Marketing,Media,5.49,854,S3 Standard,Glacier,0.1043
F00794,Finance,Other,12.26,825,S3 IA,Glacier,0.1042
F01440,Sales,Log,5.48,747,S3 Standard,Glacier,0.1041
F01359,Sales,Backup,5.48,277,S3 Standard,Glacier,0.1041
F01636,Finance,Other,5.48,429,S3 Standard,Glacier,0.1041
F01540,Engineering,Log,5.47,240,S3 Standard,Glacier,0.1039
F01935,Sales,Log,5.46,431,S3 Standard,Glacier,0.1038
F01289,Marketing,Log,5.45,805,S3 Standard,Glacier,0.1036
F00423,Finance,Other,5.45,262,S3 Standard,Glacier,0.1036
F02307,Marketing,Backup,5.45,294,S3 Standard,Glacier,0.1036
F00033,Engineering,Media,5.44,798,S3 Standard,Glacier,0.1033
F02640,Sales,Log,12.14,321,S3 IA,Glacier,0.1032
F01781,Engineering,Other,5.43,718,S3 Standard,Glacier,0.1032
F00159,HR,Log,5.42,887,S3 Standard,Glacier,0.103
F00741,Finance,Backup,12.08,447,S3 IA,Glacier,0.1027
F01605,Sales,Media,5.4,281,S3 Standard,Glacier,0.1026
F00867,Engineering,Log,5.4,441,S3 Standard,Glacier,0.1026
F02476,Marketing,Backup,5.39,459,S3 Standard,Glacier,0.1024
F00595,Engineering,Document,5.39,432,S3 Standard,Glacier,0.1024
F02480,HR,Other,5.38,665,S3 Standard,Glacier,0.1022
F02090,Finance,Log,5.38,444,S3 Standard,Glacier,0.1022
F00509,Sales,Other,11.98,701,S3 IA,Glacier,0.1019
F01016,HR,Media,5.36,419,S3 Standard,Glacier,0.1019
F01643,Marketing,Document,5.35,549,S3 Standard,Glacier,0.1016
F02341,Marketing,Other,5.34,385,S3 Standard,Glacier,0.1014
F02126,Finance,Other,5.34,807,S3 Standard,Glacier,0.1014
F02351,Sales,Media,5.33,351,S3 Standard,Glacier,0.1013
F02562,Marketing,Other,5.32,249,S3 Standard,Glacier,0.1011
F00031,Marketing,Media,5.32,340,S3 Standard,Glacier,0.1011
F02298,Sales,Backup,5.31,476,S3 Standard,Glacier,0.1009
F02131,Finance,Backup,5.31,842,S3 Standard,Glacier,0.1009
F00765,Finance,Other,5.31,228,S3 Standard,Glacier,0.1009
F00303,HR,Backup,5.3,724,S3 Standard,Glacier,0.1007
F02497,Marketing,Other,5.29,737,S3 Standard,Glacier,0.1005
F01822,Engineering,Document,5.28,749,S3 Standard,Glacier,0.1003
F01675,Sales,Media,5.25,265,S3 Standard,Glacier,0.0998
F01152,Finance,Other,5.25,621,S3 Standard,Glacier,0.0998
F01369,Engineering,Log,5.24,549,S3 Standard,Glacier,0.0995
F02114,Finance,Log,5.23,325,S3 Standard,Glacier,0.0994
F01591,Engineering,Document,5.23,182,S3 Standard,Glacier,0.0994
F01192,HR,Log,11.68,882,S3 IA,Glacier,0.0993
F02969,Finance,Other,5.22,711,S3 Standard,Glacier,0.0992
F01465,Sales,Backup,11.67,686,S3 IA,Glacier,0.0992
F02411,HR,Document,11.64,246,S3 IA,Glacier,0.0989
F01871,Marketing,Other,5.2,187,S3 Standard,Glacier,0.0988
F02551,Engineering,Other,5.19,281,S3 Standard,Glacier,0.0986
F00670,HR,Document,5.17,870,S3 Standard,Glacier,0.0982
F01044,HR,Backup,5.16,698,S3 Standard,Glacier,0.0981
F01539,Marketing,Backup,11.53,702,S3 IA,Glacier,0.098
F01206,Sales,Media,5.15,717,S3 Standard,Glacier,0.0978
F00745,Marketing,Media,5.15,457,S3 Standard,Glacier,0.0978
F02494,Sales,Log,5.15,600,S3 Standard,Glacier,0.0978
F02156,Engineering,Other,5.13,343,S3 Standard,Glacier,0.0975
F00626,Finance,Media,5.12,426,S3 Standard,Glacier,0.0973
F02919,Marketing,Other,5.11,196,S3 Standard,Glacier,0.0971
F00408,Engineering,Other,5.11,395,S3 Standard,Glacier,0.0971
F00979,Marketing,Backup,11.42,358,S3 IA,Glacier,0.0971
F01943,Sales,Document,5.1,639,S3 Standard,Glacier,0.0969
F02898,Marketing,Media,11.39,483,S3 IA,Glacier,0.0968
F02983,HR,Document,5.09,186,S3 Standard,Glacier,0.0967
F02816,Marketing,Backup,5.09,333,S3 Standard,Glacier,0.0967
F01395,Finance,Document,5.09,259,S3 Standard,Glacier,0.0967
F02195,Engineering,Log,11.33,400,S3 IA,Glacier,0.0963
F01101,Sales,Backup,5.07,308,S3 Standard,Glacier,0.0963
F02496,Finance,Backup,11.31,451,S3 IA,Glacier,0.0962
F02470,HR,Media,11.3,276,S3 IA,Glacier,0.0961
F00673,Sales,Other,5.05,286,S3 Standard,Glacier,0.096
F02401,Engineering,Log,5.05,301,S3 Standard,Glacier,0.096
F00491,HR,Log,5.05,570,S3 Standard,Glacier,0.096
F01543,Marketing,Media,5.05,265,S3 Standard,Glacier,0.096
F01139,Engineering,Backup,5.04,369,S3 Standard,Glacier,0.0957
F01593,HR,Media,5.02,873,S3 Standard,Glacier,0.0954
F00056,HR,Media,5.02,241,S3 Standard,Glacier,0.0954
F01156,Marketing,Document,5.01,718,S3 Standard,Glacier,0.0952
F01059,Finance,Other,5.0,830,S3 Standard,Glacier,0.095
F02981,Marketing,Document,5.0,665,S3 Standard,Glacier,0.095
F00827,Finance,Document,5.0,196,S3 Standard,Glacier,0.095
F02651,HR,Other,11.16,547,S3 IA,Glacier,0.0949
F01503,Engineering,Document,4.99,246,S3 Standard,Glacier,0.0948
F00822,Engineering,Backup,4.99,423,S3 Standard,Glacier,0.0948
F02762,HR,Media,4.98,724,S3 Standard,Glacier,0.0946
F01716,Finance,Log,4.98,807,S3 Standard,Glacier,0.0946
F01584,Finance,Other,11.13,560,S3 IA,Glacier,0.0946
F02779,Marketing,Log,4.98,859,S3 Standard,Glacier,0.0946
F00996,Finance,Log,4.97,315,S3 Standard,Glacier,0.0944
F02103,Finance,Other,4.96,635,S3 Standard,Glacier,0.0943
F01564,Marketing,Media,4.96,218,S3 Standard,Glacier,0.0943
F02059,Engineering,Log,4.96,833,S3 Standard,Glacier,0.0943
F02347,Engineering,Other,11.09,821,S3 IA,Glacier,0.0942
F00055,Marketing,Log,4.95,419,S3 Standard,Glacier,0.094
F00718,Finance,Other,4.95,567,S3 Standard,Glacier,0.094
F00390,Finance,Document,4.95,635,S3 Standard,Glacier,0.094
F01721,Engineering,Media,4.94,293,S3 Standard,Glacier,0.0938
F00540,Engineering,Backup,4.91,218,S3 Standard,Glacier,0.0933
F00356,Marketing,Log,4.91,324,S3 Standard,Glacier,0.0933
F01938,Finance,Media,10.97,672,S3 IA,Glacier,0.0932
F00966,Finance,Other,4.89,293,S3 Standard,Glacier,0.0929
F01158,HR,Document,4.89,670,S3 Standard,Glacier,0.0929
F02345,Finance,Media,4.89,214,S3 Standard,Glacier,0.0929
F01740,Engineering,Media,4.88,255,S3 Standard,Glacier,0.0927
F00271,Marketing,Log,4.88,622,S3 Standard,Glacier,0.0927
F00951,Engineering,Backup,10.9,464,S3 IA,Glacier,0.0926
F01647,Finance,Document,4.87,342,S3 Standard,Glacier,0.0925
F02772,Marketing,Backup,4.87,802,S3 Standard,Glacier,0.0925
F01212,Marketing,Document,4.87,334,S3 Standard,Glacier,0.0925
F01677,Engineering,Backup,4.86,547,S3 Standard,Glacier,0.0924
F01616,Engineering,Backup,10.85,281,S3 IA,Glacier,0.0922
F01335,Engineering,Document,4.85,448,S3 Standard,Glacier,0.0922
F00715,Marketing,Document,4.85,691,S3 Standard,Glacier,0.0922
F00381,Finance,Log,4.85,745,S3 Standard,Glacier,0.0922
F01375,Sales,Backup,10.84,410,S3 IA,Glacier,0.0921
F00858,Engineering,Document,4.83,674,S3 Standard,Glacier,0.0918
F00067,Finance,Other,4.83,705,S3 Standard,Glacier,0.0918
F02585,Engineering,Log,4.82,520,S3 Standard,Glacier,0.0916
F00174,Engineering,Log,4.82,800,S3 Standard,Glacier,0.0916
F02708,Marketing,Other,10.76,373,S3 IA,Glacier,0.0915
F01635,Finance,Other,4.81,776,S3 Standard,Glacier,0.0914
F02228,HR,Other,4.8,606,S3 Standard,Glacier,0.0912
F02835,Engineering,Backup,10.72,578,S3 IA,Glacier,0.0911
F00555,Sales,Media,10.71,692,S3 IA,Glacier,0.0911
F01230,Sales,Log,4.79,473,S3 Standard,Glacier,0.091
F02620,Sales,Media,4.79,301,S3 Standard,Glacier,0.091
F00300,HR,Backup,4.79,322,S3 Standard,Glacier,0.091
F01760,Finance,Media,10.66,495,S3 IA,Glacier,0.0906
F02483,Finance,Backup,10.64,583,S3 IA,Glacier,0.0904
F01332,Sales,Other,10.61,644,S3 IA,Glacier,0.0902
F01400,Marketing,Document,4.72,593,S3 Standard,Glacier,0.0897
F02662,Finance,Log,4.72,664,S3 Standard,Glacier,0.0897
F01898,Finance,Document,4.71,206,S3 Standard,Glacier,0.0895
F00544,Engineering,Log,4.71,681,S3 Standard,Glacier,0.0895
F02124,Finance,Media,10.51,520,S3 IA,Glacier,0.0894
F01066,Engineering,Document,10.52,317,S3 IA,Glacier,0.0894
F00503,Sales,Document,4.7,747,S3 Standard,Glacier,0.0893
F02522,HR,Media,4.68,445,S3 Standard,Glacier,0.0889
F01876,Sales,Other,4.68,352,S3 Standard,Glacier,0.0889
F01762,HR,Other,4.68,529,S3 Standard,Glacier,0.0889
F01701,Engineering,Backup,4.68,773,S3 Standard,Glacier,0.0889
F01478,Sales,Media,4.67,867,S3 Standard,Glacier,0.0887
F02213,Sales,Other,4.67,559,S3 Standard,Glacier,0.0887
F02517,Engineering,Media,4.67,815,S3 Standard,Glacier,0.0887
F01881,Marketing,Media,10.43,547,S3 IA,Glacier,0.0887
F01573,HR,Document,4.66,485,S3 Standard,Glacier,0.0886
F02935,Finance,Media,10.38,814,S3 IA,Glacier,0.0883
F02741,Sales,Other,10.39,266,S3 IA,Glacier,0.0883
F02696,Sales,Backup,4.63,227,S3 Standard,Glacier,0.088
F02749,HR,Other,4.63,651,S3 Standard,Glacier,0.088
F01872,Sales,Media,10.33,271,S3 IA,Glacier,0.0878
F02958,Finance,Backup,4.61,778,S3 Standard,Glacier,0.0876
F00591,HR,Document,10.3,568,S3 IA,Glacier,0.0876
F00128,Engineering,Other,10.3,381,S3 IA,Glacier,0.0876
F01509,HR,Media,4.6,799,S3 Standard,Glacier,0.0874
F02412,Engineering,Media,10.28,289,S3 IA,Glacier,0.0874
F01655,Engineering,Backup,4.59,520,S3 Standard,Glacier,0.0872
F02443,Finance,Log,4.58,329,S3 Standard,Glacier,0.087
